SIGJD;CORPCAIXA\g cs7266 cc_regiao_infraestrutura;CORPCAIXA\G CS7266 CC_REGIAO_FIRST_DECISION;
SIGOV;CORPCAIXA\g cs7266 cc_regiao_canais;CORPCAIXA\g cs7266 cc_regiao_stefanini;
SIGTA;CORPCAIXA\g cs7266 cc_regiao_servicos_bancarios;CORPCAIXA\g cs7266 cc_regiao_global_web;
SIGPF;CORPCAIXA\g cs7266 cc_regiao_cartoes;CORPCAIXA\g cs7266 cc_regiao_global_web;
SIGMS;CORPCAIXA\g cs7266 cc_regiao_canais;CORPCAIXA\g cs7266 cc_regiao_stefanini;
SIIPC;CORPCAIXA\g cs7266 cc_regiao_canais;CORPCAIXA\g cs7266 cc_regiao_stefanini;
SIICOSP;CORPCAIXA\g cs7266 cc_regiao_back_office;CORPCAIXA\G CS7266 CC_REGIAO_CAST;
SIINC;CORPCAIXA\g cs7266 cc_regiao_servicos_bancarios;CORPCAIXA\G CS7266 CC_REGIAO_CAST;
SIIFE;CORPCAIXA\g cs7266 cc_regiao_back_office;CORPCAIXA\G CS7266 CC_REGIAO_CAST;
SIINT;CORPCAIXA\g cs7266 cc_regiao_infraestrutura;CORPCAIXA\g cs7266 cc_regiao_stefanini;
SIIBC;CORPCAIXA\g cs7266 cc_regiao_canais;CORPCAIXA\g cs7266 cc_regiao_stefanini;
SILJI;CORPCAIXA\G CS7266 CC_REGIAO_MOBILIDADE;CORPCAIXA\g cs7266 cc_regiao_cpm;
SILOJ;CORPCAIXA\g cs7266 cc_regiao_canais;CORPCAIXA\g cs7266 cc_regiao_stefanini;
SIJAD;CORPCAIXA\g cs7266 cc_regiao_captar;CORPCAIXA\g cs7266 cc_regiao_stefanini;
SIISF;CORPCAIXA\g cs7266 cc_regiao_infraestrutura;CORPCAIXA\G CS7266 CC_REGIAO_FIRST_DECISION;
SILTC;CORPCAIXA\g cs7266 cc_regiao_cartoes;CORPCAIXA\G CS7266 CC_REGIAO_CAST;
SIJUS;CORPCAIXA\g cs7266 cc_regiao_captar;CORPCAIXA\g cs7266 cc_regiao_stefanini;
SIMAG;CORPCAIXA\g cs7266 cc_regiao_back_office;CORPCAIXA\G CS7266 CC_REGIAO_CAST;
SIMAI;CORPCAIXA\g cs7266 cc_regiao_canais;CORPCAIXA\G CS7266 CC_REGIAO_SPREAD;
SIMFC;CORPCAIXA\g cs7266 cc_regiao_infraestrutura;CORPCAIXA\G CS7266 CC_REGIAO_FIRST_DECISION;
SIMCV;CORPCAIXA\g cs7266 cc_regiao_canais;CORPCAIXA\g cs7266 cc_regiao_stefanini;
SIMPL;CORPCAIXA\g cs7266 cc_regiao_canais;CORPCAIXA\G CS7266 CC_REGIAO_INDRA;
SIMOB;CORPCAIXA\g cs7266 cc_regiao_canais;CORPCAIXA\g cs7266 cc_regiao_foton;
SIMEX;CORPCAIXA\G CS7266 CC_REGIAO_FINANCEIRO;CORPCAIXA\G CS7266 CC_REGIAO_CAST;
SIMCA;CORPCAIXA\g cs7266 cc_regiao_back_office;CORPCAIXA\G CS7266 CC_REGIAO_CAST;
SIMOC;CORPCAIXA\g cs7266 cc_regiao_canais;CORPCAIXA\G CS7266 CC_REGIAO_SPREAD;
SIMTC;CORPCAIXA\g cs7266 cc_regiao_canais;CORPCAIXA\G CS7266 CC_REGIAO_SPREAD;
SINRF;CORPCAIXA\G CS7266 CC_REGIAO_FINANCEIRO;CORPCAIXA\g cs7266 cc_regiao_stefanini;
SINBC;CORPCAIXA\g cs7266 cc_regiao_canais;CORPCAIXA\g cs7266 cc_regiao_stefanini;
SIPCR;CORPCAIXA\g cs7266 cc_regiao_cartoes;CORPCAIXA\g cs7266 cc_regiao_stefanini;
SIPAE;CORPCAIXA\g cs7266 cc_regiao_servicos_bancarios;CORPCAIXA\g cs7266 cc_regiao_global_web;
SIPCV;CORPCAIXA\g cs7266 cc_regiao_back_office;CORPCAIXA\g cs7266 cc_regiao_global_web;
SIOCR;CORPCAIXA\g cs7266 cc_regiao_cartoes;CORPCAIXA\G CS7266 CC_REGIAO_SPREAD;
SIPDI;CORPCAIXA\G CS7266 CC_REGIAO_FINANCEIRO;CORPCAIXA\G CS7266 CC_REGIAO_CAST;
SIPNC;CORPCAIXA\g cs7266 cc_regiao_canais;CORPCAIXA\G CS7266 CC_REGIAO_INDRA;
SIPFC;CORPCAIXA\G CS7266 CC_REGIAO_FINANCEIRO;CORPCAIXA\g cs7266 cc_regiao_stefanini;
SIRDI;CORPCAIXA\g cs7266 cc_regiao_servicos_bancarios;CORPCAIXA\g cs7266 cc_regiao_global_web;
SIPTX;CORPCAIXA\g cs7266 cc_regiao_servicos_bancarios;CORPCAIXA\g cs7266 cc_regiao_msa_tty;
SIRIE;CORPCAIXA\g cs7266 cc_regiao_canais;CORPCAIXA\g cs7266 cc_regiao_global_web;
SIRFF;CORPCAIXA\G CS7266 CC_REGIAO_FINANCEIRO;CORPCAIXA\G CS7266 CC_REGIAO_CAST;
SIRFE;CORPCAIXA\g cs7266 cc_regiao_servicos_bancarios;CORPCAIXA\g cs7266 cc_regiao_global_web;
SIPOS;CORPCAIXA\g cs7266 cc_regiao_back_office;CORPCAIXA\g cs7266 cc_regiao_global_web;
SIRMA;CORPCAIXA\g cs7266 cc_regiao_servicos_bancarios;CORPCAIXA\G CS7266 CC_REGIAO_CAST;
SIPER;CORPCAIXA\g cs7266 cc_regiao_canais;CORPCAIXA\g cs7266 cc_regiao_stefanini;
SIROT;CORPCAIXA\g cs7266 cc_regiao_servicos_bancarios;CORPCAIXA\G CS7266 CC_REGIAO_CAST;
SISAT;CORPCAIXA\G CS7266 CC_REGIAO_FINANCEIRO;CORPCAIXA\G CS7266 CC_REGIAO_CAST;
SIRUC;CORPCAIXA\g cs7266 cc_regiao_servicos_bancarios;CORPCAIXA\G CS7266 CC_REGIAO_CAST;
SIPRO;CORPCAIXA\g cs7266 cc_regiao_servicos_bancarios;CORPCAIXA\g cs7266 cc_regiao_global_web;
SISRA;CORPCAIXA\g cs7266 cc_regiao_canais;CORPCAIXA\g cs7266 cc_regiao_dba;
SISMB;CORPCAIXA\G CS7266 CC_REGIAO_MOBILIDADE;CORPCAIXA\g cs7266 cc_regiao_cpm;
SISFI_CAMBIO;CORPCAIXA\G CS7266 CC_REGIAO_FINANCEIRO;CORPCAIXA\G CS7266 CC_REGIAO_CAST;
SISIB;CORPCAIXA\g cs7266 cc_regiao_captar;CORPCAIXA\G CS7266 CC_REGIAO_SPREAD;
SITAE;CORPCAIXA\g cs7266 cc_regiao_canais;CORPCAIXA\g cs7266 cc_regiao_stefanini;
SITLO;CORPCAIXA\g cs7266 cc_regiao_servicos_bancarios;CORPCAIXA\G CS7266 CC_REGIAO_CAST;
SITEX;CORPCAIXA\g cs7266 cc_regiao_servicos_bancarios;CORPCAIXA\g cs7266 cc_regiao_global_web;
SITEF;CORPCAIXA\g cs7266 cc_regiao_cartoes;CORPCAIXA\G CS7266 CC_REGIAO_SPREAD;
SITAX;CORPCAIXA\g cs7266 cc_regiao_infraestrutura;CORPCAIXA\g cs7266 cc_regiao_stefanini;
SITRC;CORPCAIXA\g cs7266 cc_regiao_servicos_bancarios;CORPCAIXA\G CS7266 CC_REGIAO_CAST;
SIVIC;CORPCAIXA\g cs7266 cc_regiao_servicos_bancarios;CORPCAIXA\g cs7266 cc_regiao_global_web;
SIVPF;CORPCAIXA\g cs7266 cc_regiao_servicos_bancarios;CORPCAIXA\g cs7266 cc_regiao_stefanini;
SIUNI;CORPCAIXA\g cs7266 cc_regiao_back_office;CORPCAIXA\G CS7266 CC_REGIAO_CAST;
SIVAT;CORPCAIXA\g cs7266 cc_regiao_servicos_bancarios;CORPCAIXA\g cs7266 cc_regiao_global_web;
SIVBA;CORPCAIXA\g cs7266 cc_regiao_back_office;CORPCAIXA\g cs7266 cc_regiao_msa_tty;
SISFI;CORPCAIXA\G CS7266 CC_REGIAO_FINANCEIRO;CORPCAIXA\G CS7266 CC_REGIAO_CAST;
SIWIN_MULTI;CORPCAIXA\g cs7266 cc_regiao_canais;CORPCAIXA\g cs7266 cc_regiao_cpm;
SICAP_CAPCAIXA;CORPCAIXA\g cs7266 cc_regiao_servicos_bancarios;CORPCAIXA\g cs7266 cc_regiao_global_web;
SISSO;CORPCAIXA\g cs7266 cc_regiao_canais;CORPCAIXA\g cs7266 cc_regiao_cpm;
SIGOV_WEB;CORPCAIXA\g cs7266 cc_regiao_canais;CORPCAIXA\g cs7266 cc_regiao_stefanini;
SIABM;CORPCAIXA\g cs7266 cc_regiao_infraestrutura;CORPCAIXA\G CS7266 CC_REGIAO_SPREAD;
SICQL;CORPCAIXA\G CS7266 CC_REGIAO_FINANCEIRO;CORPCAIXA\G CS7266 CC_REGIAO_MAPS;
SINAC;CORPCAIXA\G CS7266 CC_REGIAO_FINANCEIRO;CORPCAIXA\G CS7266 CC_REGIAO_CAST;
SIAMI;CORPCAIXA\g cs7266 cc_regiao_canais;CORPCAIXA\g cs7266 cc_regiao_cpm;
SIAUT;CORPCAIXA\g cs7266 cc_regiao_infraestrutura;CORPCAIXA\g cs7266 cc_regiao_stefanini;
SITCS;CORPCAIXA\g cs7266 cc_regiao_servicos_bancarios;CORPCAIXA\g cs7266 cc_regiao_global_web;
SIBCX_NOVO;CORPCAIXA\g cs7266 cc_regiao_canais;CORPCAIXA\g cs7266 cc_regiao_cpm;
SINAU;CORPCAIXA\g cs7266 cc_regiao_servicos_bancarios;CORPCAIXA\g cs7266 cc_regiao_global_web;
SIMTX;CORPCAIXA\g cs7266 cc_regiao_canais;CORPCAIXA\g cs7266 cc_regiao_stefanini;
SIPAN;CORPCAIXA\g cs7266 cc_regiao_canais;CORPCAIXA\G CS7266 CC_REGIAO_INDRA;
SIMAA;CORPCAIXA\g cs7266 cc_regiao_canais;CORPCAIXA\G CS7266 CC_REGIAO_SPREAD;
SITEC;CORPCAIXA\G CS7266 CC_REGIAO_FINANCEIRO;CORPCAIXA\G CS7266 CC_REGIAO_RESOURCE;
SIGAT;CORPCAIXA\g cs7266 cc_regiao_canais;CORPCAIXA\G CS7266 CC_REGIAO_SPREAD;
SITAG;CORPCAIXA\g cs7266 cc_regiao_canais;CORPCAIXA\g cs7266 cc_regiao_foton;
SIGDA;CORPCAIXA\g cs7266 cc_regiao_servicos_bancarios;CORPCAIXA\g cs7266 cc_regiao_global_web;
SIGSJ;CORPCAIXA\g cs7266 cc_regiao_captar;CORPCAIXA\g cs7266 cc_regiao_stefanini;
CON_PEDEP_SP;CORPCAIXA\g cs7266 cc_regiao_captar;CORPCAIXA\g cs7266 cc_regiao_stefanini;;CORPCAIXA\g cs7266 pedep sp
SIAME;;;;CORPCAIXA\G DF7390 PRESTAR_SERVICO2;CORPCAIXA\G DF7390 FINANCIAMENTO_IMOBILIARIO;CORPCAIXA\G DF7390 NOVAS_TECNOLOGIAS;CORPCAIXA\g cr7265 suporte_caixa;CORPCAIXA\G DF7390 GESTAO_SUPORTE;CORPCAIXA\G DF7390 CPM_BRAXIS
SISAG;CORPCAIXA\g cs7266 cc_regiao_canais;CORPCAIXA\g cs7266 cc_regiao_foton;;CORPCAIXA\g cs7266 sisag;CORPCAIXA\g cs7266 sisag_restrito;CORPCAIXA\G CS7266 SISAG_RESTRITO_DIEBOLD
SIB24;CORPCAIXA\g cs7266 cc_regiao_cartoes;CORPCAIXA\G CS7266 CC_REGIAO_SPREAD;
AC_ESPEC_SP;CORPCAIXA\g cs7266 cc_regiao_canais;CORPCAIXA\g cs7266 cc_regiao_stefanini;
AC_BAM;;;
SIRANVAL;CORPCAIXA\g cs7266 cc_regiao_cartoes;;
SIGAP;CORPCAIXA\g cs7266 cc_regiao_cartoes;;
SITIF;CORPCAIXA\g cs7266 cc_regiao_servicos_bancarios;CORPCAIXA\g cs7266 cc_regiao_stefanini;
SIRANCRI;CORPCAIXA\g cs7266 cc_regiao_canais;;
SITDF;CORPCAIXA\g cs7266 cc_regiao_servicos_bancarios;;
SIGIA;CORPCAIXA\G CS7266 CC_REGIAO_FINANCEIRO;CORPCAIXA\G CS7266 CC_REGIAO_FIRST_DECISION;
SIBAM;CORPCAIXA\g cs7266 cc_regiao_canais;;
SIGAI;CORPCAIXA\g cs7266 cc_regiao_canais;CORPCAIXA\G CS7266 CC_REGIAO_SPREAD;
CEFLDAP;CORPCAIXA\g cs7266 cc_regiao_cartoes;CORPCAIXA\G CS7266 CC_REGIAO_CAST;
SIROTCON;CORPCAIXA\g cs7266 cc_regiao_canais;CORPCAIXA\G CS7266 CC_REGIAO_CAST;
SICOB_COB2VIA;CORPCAIXA\g cs7266 cc_regiao_servicos_bancarios;CORPCAIXA\g cs7266 cc_regiao_global_web;
